"","player_name","player_team","player_status"
"3982","Byron Bell",NA,"Active"
"3983","JJ Dielman",NA,"Inactive"
"3984","Brendan Mahon",NA,"Inactive"
"3985","Evan Smith",NA,"Active"
"3986","Clint Boling",NA,"Active"
"3987","Ryan Groy",NA,"Inactive"
"3988","Amini Silatolu",NA,"Active"
"3989","Cameron Hunt",NA,"Inactive"
"3990","Damien Mama",NA,"Inactive"
"3991","James Carpenter",NA,"Active"
"3992","Kaleb Johnson",NA,"Inactive"
"3993","Connor Hilland",NA,"Inactive"
"3994","Vladimir Ducasse",NA,"Active"
"3995","Rishard Cook",NA,"Inactive"
"3996","Andrew Tiller",NA,"Inactive"
"3997","Jonathan Cooper",NA,"Inactive"
"3998","Larry Williams",NA,"Inactive"
"3999","Dorian Johnson",NA,"Inactive"
"4000","Chris Brown",NA,"Inactive"
"4001","Ryan Crozier",NA,"Inactive"
"4002","Andy Levitre",NA,"Active"
"4003","Matt Slauson",NA,"Active"
"4004","Jeremiah Sirles",NA,"Injured Reserve"
"4005","Denver Kirkland",NA,"Inactive"
"4006","Oni Omoile",NA,"Inactive"
"4007","Ian Silberman",NA,"Active"
"4008","Jordan McCray",NA,"Inactive"
"4009","Rick Wagner",NA,"Active"
"4010","Jamon Brown",NA,"Active"
"4011","Micah St. Andrew",NA,"Inactive"
"4012","Christian Westerman",NA,"Inactive"
"4013","Spencer Drango",NA,"Inactive"
"4014","Kadeem Edwards",NA,"Inactive"
"4015","Brandon Fusco",NA,"Active"
"4016","Fisayo Awolaja",NA,"Inactive"
"4017","Isaac Asiata",NA,"Inactive"
"4018","Darius James",NA,"Inactive"
"4019","Kevin Pamphile",NA,"Active"
"4020","Tariq Cole",NA,"Inactive"
"4021","Josh Kline",NA,"Active"
"4022","Maurquice Shakir",NA,"Inactive"
"4023","Landon Turner",NA,"Inactive"
"4024","John Montelus",NA,"Inactive"
"4025","Darrell Greene",NA,"Inactive"
"4026","Zac Kerin",NA,"Active"
"4027","Fred Lauina",NA,"Inactive"
"4028","Givens Price",NA,"Inactive"
"4029","Aaron Evans",NA,"Inactive"
"4030","Larry Warford",NA,"Active"
"4031","Malcolm Bunche",NA,"Inactive"
"4032","Dejon Allen",NA,"Inactive"
"4033","Jordan Morgan",NA,"Inactive"
"4034","Zack Golditch",NA,"Inactive"
"4035","Darrell Williams",NA,"Inactive"
"4036","Ruben Holcomb",NA,"Inactive"
"4037","Demetrius Knox",NA,"Inactive"
"4038","Joe Dahl",NA,"Active"
"4039","Tyler Jones",NA,"Inactive"
"4040","Kyle Kalis",NA,"Inactive"
"4041","Arie Kouandjio",NA,"Inactive"
"4042","Matt Tobin",NA,"Active"
"4043","Joseph Cheek",NA,"Inactive"
"4044","Kitt O'Brien",NA,"Inactive"
"4045","Austin Pasztor",NA,"Active"
"4046","Joe Lowery",NA,"Inactive"
"4047","Mason Gentry",NA,"Inactive"
"4048","T.J. Lang",NA,"Active"
"4049","Patrick Vahe",NA,"Inactive"
"4050","Abdul Beecham",NA,"Inactive"
"4051","Marshal Yanda",NA,"Active"
"4052","Salesi Uhatafe",NA,"Inactive"
"4053","Erick Wren",NA,"Inactive"
"4054","Cedrick Lang",NA,"Inactive"
"4055","John Greco",NA,"Active"
"4056","Leon Johnson",NA,"Inactive"
"4057","Josh Walker",NA,"Active"
"4058","Josh Sitton",NA,"Active"
"4059","Shawn Lauvao",NA,"Active"
"4060","Don Barclay",NA,"Inactive"
"4061","Brandon Greene",NA,"Inactive"
"4062","John Jerry",NA,"Active"
"4063","Will Pericak",NA,"Inactive"
"4064","Kareem Are",NA,"Inactive"
"4065","Will House",NA,"Inactive"
"4066","Kyle Bosch",NA,"Inactive"
"4067","Jeremy Vujnovich",NA,"Inactive"
"4068","Hugh Thornton",NA,"Inactive"
"4069","Jeff Allen",NA,"Active"
"4070","Nick Callender",NA,"Inactive"
"4071","Dustin Stanton",NA,"Inactive"
"4072","Nick Easton",NA,"Active"
"4073","Joshua Garnett",NA,"Injured Reserve"
"4074","Chris Gonzalez",NA,"Inactive"
"4075","Larry Allen Jr.",NA,"Inactive"
"4076","Chris Scott",NA,"Inactive"
"4077","Josiah Tauaefa",NA,"Inactive"
"4078","Scooby Wright",NA,"Inactive"
"4079","Andrew Motuapuaka",NA,"Inactive"
"4080","Bam Bradley",NA,"Inactive"
"4081","Kyle Queiro",NA,"Inactive"
"4082","Jameer Thurman",NA,"Inactive"
"4083","DeMarquis Gates",NA,"Inactive"
"4084","Jerrol Garcia-Williams",NA,"Inactive"
"4085","Naashon Hughes",NA,"Inactive"
"4086","Alvin Jones",NA,"Inactive"
"4087","Zaire Anderson",NA,"Inactive"
"4088","Chris Worley",NA,"Inactive"
"4089","Marcus Porter",NA,"Inactive"
"4090","Tre' Crawford",NA,"Inactive"
"4091","Otha Peters",NA,"Inactive"
"4092","Brandon Bell",NA,"Inactive"
"4093","Raymond Davison",NA,"Inactive"
"4094","Drew Lewis",NA,"Inactive"
"4095","Ahmad Thomas",NA,"Inactive"
"4096","Carl Bradford",NA,"Inactive"
"4097","Gary Johnson",NA,"Inactive"
"4098","Adam Bighill",NA,"Inactive"
"4099","Junior Joseph",NA,"Inactive"
"4100","Darnell Sankey",NA,"Inactive"
"4101","Jeff Allison",NA,"Inactive"
"4102","Riley Bullough",NA,"Inactive"
"4103","Nyles Morgan",NA,"Inactive"
"4104","Tre Lamar",NA,"Inactive"
"4105","Kendell Beckwith",NA,"Inactive"
"4106","Airius Moore",NA,"Inactive"
"4107","Marquis Flowers",NA,"Inactive"
"4108","Connor Strachan",NA,"Inactive"
"4109","Matt Galambos",NA,"Inactive"
"4110","Anthony Wint",NA,"Inactive"
"4111","Dedrick Young",NA,"Inactive"
"4112","Nigel Harris",NA,"Inactive"
"4113","BJ Blunt",NA,"Inactive"
"4114","Trevor Bates",NA,"Inactive"
"4115","Tre Watson",NA,"Inactive"
"4116","Joe Dineen Jr.",NA,"Inactive"
"4117","Elijah Norris",NA,"Inactive"
"4118","Emmanuel Beal",NA,"Inactive"
"4119","Antonio Morrison",NA,"Inactive"
"4120","Kentrell Brothers",NA,"Inactive"
"4121","Keishawn Bierria",NA,"Inactive"
"4122","Keith Kelsey",NA,"Inactive"
"4123","Sebastian Janikowski",NA,"Active"
"4124","Nick Rose",NA,"Inactive"
"4125","Dan Bailey",NA,"Active"
"4126","Phil Dawson",NA,"Active"
"4127","Travis Coons",NA,"Inactive"
"4128","Mike Nugent",NA,"Inactive"
"4129","Stephen Hauschka",NA,"Active"
"4130","David Marvin",NA,"Inactive"
"4131","Jon Brown",NA,"Active"
"4132","Cole Hedlund",NA,"Inactive"
"4133","Elliott Fry",NA,"Inactive"
"4134","Caleb Sturgis",NA,"Active"
"4135","Marshall Koehn",NA,"Inactive"
"4136","Kai Forbath",NA,"Inactive"
"4137","Adam Vinatieri",NA,"Active"
"4138","Chandler Catanzaro",NA,"Active"
"4139","Connor Barth",NA,"Inactive"
"4140","Stephen Gostkowski",NA,"Inactive"
"4141","Matt Bryant",NA,"Active"
"4142","Nick Novak",NA,"Inactive"
"4143","Mark Herzlich",NA,"Inactive"
"4144","LaRoy Reynolds",NA,"Inactive"
"4145","Dylan Cole",NA,"Active"
"4146","Jeremiah George",NA,"Injured Reserve"
"4147","Brady Sheldon",NA,"Active"
"4148","Cameron Lynch",NA,"Active"
"4149","Jack Cichy",NA,"Active"
"4150","Mark Nzeocha",NA,"Inactive"
"4151","Tahir Whitehead",NA,"Active"
"4152","Brock Coyle",NA,"Active"
"4153","Bruce Carter",NA,"Active"
"4154","Lamin Barrow",NA,"Inactive"
"4155","Mason Foster",NA,"Active"
"4156","Frank Zombo",NA,"Active"
"4157","Wesley Woodyard",NA,"Active"
"4158","Chris Frey",NA,"Inactive"
"4159","Ramik Wilson",NA,"Active"
"4160","Sam Barrington",NA,"Injured Reserve"
"4161","Nathan Stupar",NA,"Active"
"4162","Patrick Onwuasor",NA,"Inactive"
"4163","Brian Peters",NA,"Active"
"4164","Juwan Foggie",NA,"Inactive"
"4165","Thurston Armbrister",NA,"Active"
"4166","Josh Martin",NA,"Active"
"4167","Emmanuel Lamur",NA,"Active"
"4168","Reggie Hunter",NA,"Inactive"
"4169","Ramon Humber",NA,"Active"
"4170","Erik Walden",NA,"Injured Reserve"
"4171","Zach Brown",NA,"Active"
"4172","Mark Barron",NA,"Inactive"
"4173","Korey Toomer",NA,"Active"
"4174","Jonathan Freeny",NA,"Inactive"
"4175","Preston Brown",NA,"Active"
"4176","David Bass",NA,"Inactive"
"4177","Josh Smith",NA,"Inactive"
"4178","Lorenzo Alexander",NA,"Active"
"4179","Josh Keyes",NA,"Active"
"4180","Terence Garvin",NA,"Active"
"4181","Anthony Chickillo",NA,"Inactive"
"4182","Will Compton",NA,"Inactive"
"4183","Arthur Moats",NA,"Injured Reserve"
"4184","Telvin Smith",NA,"Active"
"4185","Albert McClellan",NA,"Active"
"4186","Dominique Easley",NA,"Active"
"4187","Ahmad Brooks",NA,"Inactive"
"4188","Ben Jacobs",NA,"Active"
"4189","Quart'e Sapp",NA,"Inactive"
"4190","Barkevious Mingo",NA,"Inactive"
"4191","Eric Pinkins",NA,"Inactive"
"4192","Mike Hull",NA,"Active"
"4193","Shane Ray",NA,"Active"
"4194","Derrick Morgan",NA,"Active"
"4195","Brandon Marshall",NA,"Active"
"4196","Nate Palmer",NA,"Inactive"
"4197","Dekoda Watson",NA,"Active"
"4198","Vincent Rey",NA,"Active"
"4199","Vince Williams",NA,"Active"
"4200","Mike Needham",NA,"Inactive"
"4201","Ray-Ray Armstrong",NA,"Inactive"
"4202","James Hearns",NA,"Inactive"
"4203","Corey Nelson",NA,"Active"
"4204","Andre Branch",NA,"Active"
"4205","Hayes Pullard",NA,"Active"
"4206","Lorenzo Mauldin",NA,"Inactive"
"4207","Daren Bates",NA,"Inactive"
"4208","Vontaze Burfict",NA,"Active"
"4209","Nathan Gerry",NA,"Inactive"
"4210","Kamalei Correa",NA,"Inactive"
"4211","Connor Barwin",NA,"Active"
"4212","D'Andre Walker",NA,"Inactive"
"4213","Zach Vigil",NA,"Active"
"4214","Jake Ryan",NA,"Active"
"4215","Derrick Johnson",NA,"Active"
"4216","Maurice Alexander",NA,"Active"
"4217","Terrell Suggs",NA,"Active"
"4218","Martrell Spaight",NA,"Active"
"4219","Carlos Thompson",NA,"Injured Reserve"
"4220","John Timu",NA,"Inactive"
"4221","Kyle Wilber",NA,"Inactive"
"4222","Nick Perry",NA,"Active"
"4223","Ro'derrick Hoskins",NA,"Inactive"
"4224","Isaiah Irving",NA,"Inactive"
"4225","Elijah Zeise",NA,"Inactive"
"4226","Kelvin Sheppard",NA,"Active"
"4227","Kareem Martin",NA,"Active"
"4228","Avery Williamson",NA,"Active"
"4229","Nigel Bradham",NA,"Active"
"4230","Clay Matthews",NA,"Active"
"4231","Mark McLaurin",NA,"Inactive"
"4232","Gerald Hodges",NA,"Active"
"4233","Ben Heeney",NA,"Injured Reserve"
"4234","B.J. Goodson",NA,"Inactive"
"4235","Thomas Davis",NA,"Injured Reserve"
"4236","Sean Lee",NA,"Inactive"
"4237","D.J. Alexander",NA,"Active"
"4238","Craig Robertson",NA,"Inactive"
"4239","Jordan Williams",NA,"Inactive"
"4240","Brooks Reed",NA,"Inactive"
"4241","Devante Bond",NA,"Inactive"
"4242","Brett Taylor",NA,"Inactive"
"4243","Chase Middleton",NA,"Inactive"
"4244","Bryce Hager",NA,"Inactive"
"4245","Jonathan Anderson",NA,"Injured Reserve"
"4246","Obum Gwacham",NA,"Inactive"
"4247","Brian Orakpo",NA,"Active"
"4248","Ketner Kupp",NA,"Inactive"
"4249","Eli Harold",NA,"Active"
"4250","Sam Acho",NA,"Active"
"4251","Deiontrez Mount",NA,"Inactive"
"4252","Matt Longacre",NA,"Active"
"4253","Bruce Irvin",NA,"Active"
"4254","Akeem Ayers",NA,"Inactive"
"4255","Sharif Finch",NA,"Inactive"
"4256","Jayrone Elliott",NA,"Inactive"
"4257","Deon Lacey",NA,"Active"
"4258","Kyle Emanuel",NA,"Inactive"
"4259","Ryan Shazier",NA,"Inactive"
"4260","Aaron Lynch",NA,"Inactive"
"4261","Jon Condo",NA,"Active"
"4262","L.P. LaDouceur",NA,"Inactive"
"4263","Kyle Vasey",NA,"Inactive"
"4264","Mike Windt",NA,"Active"
"4265","Zak DeOssie",NA,"Active"
"4266","Nick Sundberg",NA,"Inactive"
"4267","Austin Cutting",NA,"Inactive"
"4268","Beau Brinkley",NA,"Active"
"4269","Kevin McDermott",NA,"Active"
"4270","Tanner Carew",NA,"Inactive"
"4271","Drew Ferris",NA,"Inactive"
"4272","Colin Holba",NA,"Inactive"
"4273","John Wirtel",NA,"Inactive"
"4274","Jeff Overbaugh",NA,"Inactive"
"4275","Kyle Nelson",NA,"Active"
"4276","Vincent Valentine",NA,"Inactive"
"4277","Ira Savage-Lewis",NA,"Inactive"
"4278","Deon Simon",NA,"Inactive"
"4279","Joshua Frazier",NA,"Inactive"
"4280","Phil Taylor",NA,"Inactive"
"4281","Gerald Willis",NA,"Inactive"
"4282","Mike Hughes Jr.",NA,"Inactive"
"4283","Conor Sheehy",NA,"Inactive"
"4284","Bryant Jones",NA,"Inactive"
"4285","Daryle Banfield",NA,"Inactive"
"4286","Johnny Dwight",NA,"Inactive"
"4287","Jegs Jegede",NA,"Inactive"
"4288","Mike Ramsay",NA,"Inactive"
"4289","Dylan Bradley",NA,"Inactive"
"4290","Stevie Tu'ikolovatu",NA,"Inactive"
"4291","Javier Edwards",NA,"Inactive"
"4292","Lyndon Johnson",NA,"Inactive"
"4293","Christian Lacouture",NA,"Inactive"
"4294","Jay-Tee Tiuli",NA,"Inactive"
"4295","Austin Maloata",NA,"Inactive"
"4296","Chunky Clements",NA,"Inactive"
"4297","Omarius Bryant",NA,"Inactive"
"4298","Tyrell Chavis",NA,"Inactive"
"4299","Brandon Mebane",NA,"Active"
"4300","Bijhon Jackson",NA,"Inactive"
"4301","Kyle Love",NA,"Active"
"4302","Curtis Cothran",NA,"Inactive"
"4303","Trevon Sanders",NA,"Inactive"
"4304","Bennie Logan",NA,"Active"
"4305","Kendrick Norton",NA,"Inactive"
"4306","Kelechi Osemele",NA,"Inactive"
"4307","Ben Garland",NA,"Inactive"
"4308","Stefen Wisniewski",NA,"Inactive"
"4309","John Wetzel",NA,"Inactive"
"4310","David DeCastro",NA,"Inactive"
"4311","Marshall Newhouse",NA,"Inactive"
"4312","Eric Kush",NA,"Inactive"
"4313","Dylan Donahue",NA,"Inactive"
"4314","Cayson Collins",NA,"Inactive"
"4315","Jeff Knox",NA,"Inactive"
"4316","Tobenna Okeke",NA,"Inactive"
"4317","Steve Longa",NA,"Inactive"
"4318","Blair Brown",NA,"Inactive"
"4319","James Cowser",NA,"Inactive"
"4320","Kahzin Daniels",NA,"Inactive"
"4321","Christian Sam",NA,"Inactive"
"4322","Markus Jones",NA,"Inactive"
"4323","Chris Peace",NA,"Inactive"
"4324","Cassanova McKinzy",NA,"Inactive"
"4325","Manase Hungalu",NA,"Inactive"
"4326","Ufomba Kamalu",NA,"Inactive"
"4327","Gimel President",NA,"Inactive"
"4328","Silas Stewart",NA,"Inactive"
"4329","Malik Carney",NA,"Inactive"
"4330","Xavier Woodson-Luster",NA,"Inactive"
"4331","Chad Meredith",NA,"Inactive"
"4332","Bryson Albright",NA,"Inactive"
"4333","Frank Ginda",NA,"Inactive"
"4334","Tre'Von Johnson",NA,"Inactive"
"4335","Marcus Rush",NA,"Inactive"
"4336","Josh Carraway",NA,"Inactive"
"4337","Jeremy Cash",NA,"Inactive"
"4338","Keshun Freeman",NA,"Inactive"
"4339","Dante Booker",NA,"Inactive"
"4340","Curtis Akins",NA,"Inactive"
"4341","Brian Womac",NA,"Inactive"
"4342","Latroy Lewis",NA,"Inactive"
"4343","Matthew Oplinger",NA,"Inactive"
"4344","Richie Brown",NA,"Inactive"
"4345","Matthew Thomas",NA,"Inactive"
"4346","J'terius Jones",NA,"Inactive"
"4347","Ejuan Price",NA,"Inactive"
"4348","Chris Odom",NA,"Inactive"
"4349","E.J. Ejiya",NA,"Inactive"
"4350","Deon King",NA,"Inactive"
"4351","Kennan Gilchrist",NA,"Inactive"
"4352","Sterling Sheffield",NA,"Inactive"
"4353","Colton Jumper",NA,"Inactive"
"4354","Jesse Aniebonam",NA,"Inactive"
"4355","Jamey Mosley",NA,"Inactive"
"4356","Joey Alfieri",NA,"Inactive"
"4357","Garret Dooley",NA,"Inactive"
"4358","Jaboree Williams",NA,"Inactive"
"4359","Bryson Allen-Williams",NA,"Inactive"
"4360","Koa Farmer",NA,"Inactive"
"4361","Brandon Chubb",NA,"Inactive"
"4362","Landis Durham",NA,"Inactive"
"4363","Danny Ezechukwu",NA,"Inactive"
"4364","Josh Corcoran",NA,"Inactive"
"4365","Michael Onuoha",NA,"Inactive"
"4366","Gabe Martin",NA,"Inactive"
"4367","Aaron Wallace",NA,"Inactive"
"4368","Vontae Diggs",NA,"Inactive"
"4369","D'Juan Hines",NA,"Inactive"
"4370","Anthony Stubbs",NA,"Inactive"
"4371","Kyle Wilson",NA,"Inactive"
"4372","Hunter Dimick",NA,"Inactive"
"4373","Greer Martini",NA,"Inactive"
"4374","Warren Long",NA,"Inactive"
"4375","David Kenney",NA,"Inactive"
"4376","Azeem Victor",NA,"Inactive"
"4377","Sione Teuhema",NA,"Inactive"
"4378","Freddie Bishop",NA,"Inactive"
"4379","Dadi Nicolas",NA,"Inactive"
"4380","Asantay Brown",NA,"Inactive"
"4381","Antwione Williams",NA,"Inactive"
"4382","Nick Usher",NA,"Inactive"
"4383","Terrill Hanks",NA,"Inactive"
"4384","Farrington Huguenin",NA,"Inactive"
"4385","Davis Tull",NA,"Inactive"
"4386","Reshard Cliett",NA,"Inactive"
"4387","Chase Allen",NA,"Inactive"
"4388","Deshaun Davis",NA,"Inactive"
"4389","Vosean Joseph",NA,"Inactive"
"4390","Corey Thompson",NA,"Inactive"
"4391","Jerod Fernandez",NA,"Inactive"
"4392","Pete Robertson",NA,"Inactive"
"4393","Eric Nzeocha",NA,"Inactive"
"4394","Vontarrius Dora",NA,"Inactive"
"4395","Chris Landrum",NA,"Inactive"
"4396","Keion Adams",NA,"Inactive"
"4397","Alex Bazzie",NA,"Inactive"
"4398","Tony Washington",NA,"Inactive"
"4399","Nicholas Grigsby",NA,"Inactive"
"4400","Jason Hall",NA,"Inactive"
"4401","Jacob Pugh",NA,"Inactive"
"4402","Joel Lanning",NA,"Inactive"
"4403","Antonio Garcia",NA,"Inactive"
"4404","Kyle Meadows",NA,"Inactive"
"4405","Austin Fleer",NA,"Inactive"
"4406","Roubbens Joseph",NA,"Inactive"
"4407","Dino Boyd",NA,"Inactive"
"4408","Dillon Gordon",NA,"Inactive"
"4409","Brandon Smith",NA,"Inactive"
"4410","Mo Porter",NA,"Inactive"
"4411","Donnell Greene",NA,"Inactive"
"4412","Chris Durant",NA,"Inactive"
"4413","Jake Campos",NA,"Inactive"
"4414","Williams Poehls",NA,"Inactive"
"4415","John Kling",NA,"Inactive"
"4416","Justin Senior",NA,"Inactive"
"4417","Brant Weiss",NA,"Inactive"
"4418","Travis Vornkahl",NA,"Inactive"
"4419","Jylan Ware",NA,"Inactive"
"4420","Toby Weathersby",NA,"Inactive"
"4421","Blaine Clausell",NA,"Inactive"
"4422","Matt Diaz",NA,"Inactive"
"4423","Quinterrius Eatmon",NA,"Inactive"
"4424","Ryker Mathews",NA,"Inactive"
"4425","Randin Crecelius",NA,"Inactive"
"4426","Zach Sterup",NA,"Inactive"
"4427","Tommy Doles",NA,"Inactive"
"4428","Riley Mayfield",NA,"Inactive"
"4429","Vinston Painter",NA,"Inactive"
"4430","Andreas Knappe",NA,"Inactive"
"4431","Laurence Gibson",NA,"Inactive"
"4432","A.T. Hall",NA,"Inactive"
"4433","Justin Evans",NA,"Inactive"
"4434","Brian Wallace",NA,"Inactive"
"4435","Brock Ruble",NA,"Inactive"
"4436","Jamar McGloster",NA,"Inactive"
"4437","Brian Fineanganofo",NA,"Inactive"
"4438","Adam Bisnowaty",NA,"Inactive"
"4439","Damian Prince",NA,"Inactive"
"4440","Kent Perkins",NA,"Inactive"
"4441","Andrew Lauderdale",NA,"Inactive"
"4442","Kendall Calhoun",NA,"Inactive"
"4443","Juwann Bushell-Beatty",NA,"Inactive"
"4444","Cole Gardner",NA,"Inactive"
"4445","Martinas Rankin",NA,"Inactive"
"4446","Bentley Spain",NA,"Inactive"
"4447","Jared Machorro",NA,"Inactive"
"4448","Brett Boyko",NA,"Inactive"
"4449","George Asafo-Adjei",NA,"Inactive"
"4450","Derrick Puni",NA,"Inactive"
"4451","Russell Okung",NA,"Inactive"
"4452","Blake Camper",NA,"Inactive"
"4453","Demar Dotson",NA,"Inactive"
"4454","Steven Moore",NA,"Inactive"
"4455","Jaelin Robinson",NA,"Inactive"
"4456","Zachary Crabtree",NA,"Inactive"
"4457","Marquez Tucker",NA,"Inactive"
"4458","Tyler Roemer",NA,"Inactive"
"4459","Pace Murphy",NA,"Inactive"
"4460","J'Marcus Webb",NA,"Inactive"
"4461","Desmond Harrison",NA,"Inactive"
"4462","Dieugot Joseph",NA,"Inactive"
"4463","Gerhard De Beer",NA,"Inactive"
"4464","Rees Odhiambo",NA,"Inactive"
"4465","Norman Price",NA,"Inactive"
"4466","Marcus Applefield",NA,"Inactive"
"4467","Jerry Ugokwe",NA,"Inactive"
"4468","Brian Mihalik",NA,"Inactive"
"4469","Jared Veldheer",NA,"Inactive"
"4470","Brandon Hitner",NA,"Inactive"
"4471","Drew Kaser",NA,"Active"
"4472","Brock Miller",NA,"Inactive"
"4473","Austin Barnard",NA,"Inactive"
"4474","Shane Lechler",NA,"Inactive"
"4475","Shane Tripucka",NA,"Inactive"
"4476","Trevor Daniel",NA,"Inactive"
"4477","Sam Irwin-Hill",NA,"Inactive"
"4478","Colton Schmidt",NA,"Active"
"4479","Justin Vogel",NA,"Inactive"
"4480","Donnie Jones",NA,"Active"
"4481","Jon Ryan",NA,"Inactive"
"4482","Kasey Redfern",NA,"Inactive"
"4483","Cory Carter",NA,"Inactive"
"4484","Dustin Colquitt",NA,"Inactive"
"4485","Marquette King",NA,"Injured Reserve"
"4486","Ryan Quigley",NA,"Inactive"
"4487","Matt Darr",NA,"Active"
"4488","Matt Bosher",NA,"Active"
"4489","Colby Wadman",NA,"Inactive"
"4490","Chris Jones",NA,"Active"
"4491","Ian Berryman",NA,"Inactive"
"4492","Thomas Morstead",NA,"Active"
"4493","Jeff Locke",NA,"Inactive"
"4494","Ryan Allen",NA,"Active"
"4495","Manny Wilkins",NA,"Inactive"
"4496","Cardale Jones",NA,"Inactive"
"4497","Connor Jessop",NA,"Inactive"
"4498","Austin Davis",NA,"Active"
"4499","Brock Osweiler",NA,"Active"
"4500","Bryce Petty",NA,"Injured Reserve"
"4501","Landry Jones",NA,"Active"
"4502","Jake Rudock",NA,"Inactive"
"4503","Quinton Flowers",NA,"Inactive"
"4504","Luis Perez",NA,"Inactive"
"4505","Nic Shimonek",NA,"Inactive"
"4506","Sam Bradford",NA,"Inactive"
"4507","Drew Brees",NA,"Injured Reserve"
"4508","J.T. Barrett",NA,"Inactive"
"4509","Brogan Roback",NA,"Inactive"
"4510","Matthew McGloin",NA,"Inactive"
"4511","Ryan Finley",NA,"Inactive"
"4512","Nick Fitzgerald",NA,"Inactive"
"4513","Joe Webb",NA,"Inactive"
"4514","Matt Moore",NA,"Inactive"
"4515","Paxton Lynch",NA,"Inactive"
"4516","Tanner Lee",NA,"Inactive"
"4517","Zach Conque",NA,"Inactive"
"4518","Tony Romo",NA,"Inactive"
"4519","Trevone Boykin",NA,"Inactive"
"4520","Chad Kanoff",NA,"Inactive"
"4521","Tom Savage",NA,"Inactive"
"4522","Derek Anderson",NA,"Active"
"4523","Alex Smith",NA,"Active"
"4524","Kevin Hogan",NA,"Inactive"
"4525","Eli Manning",NA,"Active"
"4526","Robert Griffin",NA,"Inactive"
"4527","Austin Allen",NA,"Inactive"
"4528","Christian Hackenberg",NA,"Inactive"
"4529","Josh McCown",NA,"Active"
"4530","Luke Falk",NA,"Inactive"
"4531","Vincent Testaverde",NA,"Inactive"
"4532","Jack Heneghan",NA,"Inactive"
"4533","John Lovett",NA,"Inactive"
"4534","Connor Cook",NA,"Inactive"
"4535","Matt Schaub",NA,"Inactive"
"4536","Tyler Bray",NA,"Inactive"
"4537","Chase Litton",NA,"Inactive"
"4538","Lamar Jordan",NA,"Inactive"
"4539","Cody Kessler",NA,"Inactive"
"4540","Mark Sanchez",NA,"Active"
"4541","E.J. Manuel",NA,"Inactive"
"4542","Brandon Weeden",NA,"Active"
"4543","Matt Simms",NA,"Inactive"
"4544","Peter Pujals",NA,"Inactive"
"4545","Carson Palmer",NA,"Injured Reserve"
"4546","Joe Callahan",NA,"Inactive"
"4547","Drew Anderson",NA,"Inactive"
"4548","Andrew Luck",NA,"Active"
"4549","Brad Kaaya",NA,"Inactive"
"4550","Matt Cassel",NA,"Active"
"4551","Josh Woodrum",NA,"Inactive"
"4552","Wilton Speight",NA,"Inactive"
"4553","Philip Rivers",NA,"Injured Reserve"
"4554","Garrett Grayson",NA,"Inactive"
"4555","Branden Oliver",NA,"Inactive"
"4556","Brandon Wilds",NA,"Inactive"
"4557","Alex Barnes",NA,"Inactive"
"4558","Devante Mays",NA,"Inactive"
"4559","Mack Brown",NA,"Inactive"
"4560","Jon Hilliman",NA,"Inactive"
"4561","Zach Zenner",NA,"Active"
"4562","Matt Asiata",NA,"Inactive"
"4563","Thomas Rawls",NA,"Active"
"4564","Chris Warren III",NA,"Inactive"
"4565","James Butler",NA,"Inactive"
"4566","Russell Hansbrough",NA,"Inactive"
"4567","Justin Stockton",NA,"Inactive"
"4568","Valentine Holmes",NA,"Inactive"
"4569","Lawrence Thomas",NA,"Inactive"
"4570","DeMarco Murray",NA,"Inactive"
"4571","Keith Ford",NA,"Inactive"
"4572","Charles Sims",NA,"Injured Reserve"
"4573","Fozzy Whittaker",NA,"Inactive"
"4574","Fitzgerald Toussaint",NA,"Inactive"
"4575","T.J. Yeldon",NA,"Inactive"
"4576","Andre Ellington",NA,"Inactive"
"4577","Jordan Ellis",NA,"Inactive"
"4578","Lenard Tillery",NA,"Inactive"
"4579","Jamaal Charles",NA,"Active"
"4580","Ralph Webb",NA,"Inactive"
"4581","Devontae Jackson",NA,"Inactive"
"4582","Rob Kelley",NA,"Inactive"
"4583","Travaris Cadet",NA,"Active"
"4584","Chris Thompson",NA,"Inactive"
"4585","Nick Brossette",NA,"Inactive"
"4586","Mark Thompson",NA,"Inactive"
"4587","Trey Williams",NA,"Injured Reserve"
"4588","Charcandrick West",NA,"Active"
"4589","Anthony Sherman",NA,"Inactive"
"4590","Bryce Love",NA,"Inactive"
"4591","Josh Ferguson",NA,"Inactive"
"4592","Jay Ajayi",NA,"Active"
"4593","Justin Crawford",NA,"Inactive"
"4594","Tra Carson",NA,"Inactive"
"4595","Marshawn Lynch",NA,"Active"
"4596","David Williams",NA,"Inactive"
"4597","Benny Cunningham",NA,"Active"
"4598","Javorius Allen",NA,"Active"
"4599","Isaiah Crowell",NA,"Active"
"4600","Darius Victor",NA,"Inactive"
"4601","Dontae Strickland",NA,"Inactive"
"4602","Lorenzo Taliaferro",NA,"Inactive"
"4603","Devine Redding",NA,"Inactive"
"4604","Ja'quan Gardner",NA,"Inactive"
"4605","Tyler Ervin",NA,"Inactive"
"4606","A.J. Ouellette",NA,"Inactive"
"4607","Matt Forte",NA,"Inactive"
"4608","Roc Thomas",NA,"Inactive"
"4609","C.J. Anderson",NA,"Active"
"4610","Chris Ivory",NA,"Active"
"4611","Kenneth Farrow",NA,"Inactive"
